#Chef Koch's NSA Block List Cleaned and Sorted
#IPv6 Version
#Not included in default hosts file
#Last update 05/27/2019

:: AIRNOW.GOV
:: AK.GOV
:: AKAEROSPACE.GOV
:: AKLEG.GOV
:: AKRONOHIO.GOV
:: AL-LEGISLATURE.GOV
:: AL.GOV
:: ALABAMA.GOV
:: ALABAMAAGELINE.GOV
:: ALABAMACONNECT.GOV
:: ALABAMADA.GOV
:: ALABAMAHOUSEPHOTOS.GOV
:: ALABAMASMP.GOV
:: ALABAMAVOTES.GOV
:: ALABPP.GOV
:: ALACHUACOUNTYFL.GOV
:: ALACOP.GOV
:: ALACOURT.GOV
:: ALADA.GOV
:: ALADNA.GOV
:: ALAMEDACA.GOV
:: ALAMOHEIGHTSTX.GOV
:: ALASAFE.GOV
:: ALASKA.GOV
:: ALASKACARE.GOV
:: ALASKACENTERS.GOV
:: ALBANYNY.GOV
:: ALBUQUERQUE-NM.GOV
:: aldebaran.rieber.de
:: ALDOI.GOV
:: ALEA.GOV
:: ALERTAENLINEA.GOV
:: alex.koping.se
:: ALEXANDERCITYAL.GOV
:: ALEXANDERCOUNTY-NC.GOV
:: ALEXANDERCOUNTYNC.GOV
:: ALEXANDRIAVA.GOV
:: alexis.globetrotter.net
:: alf.uib.no
:: ALGONAC-MI.GOV
:: ALGONAWA.GOV
:: ALHOUSE.GOV
:: ALIQUIPPAPA.GOV
:: ALLEGHANYCOUNTY-NC.GOV
:: ALLEGHENYCOUNTYPA.GOV
:: ALLENDALENJ.GOV
:: ALLENSTOWNNH.GOV
:: ALLENTOWNPA.GOV
:: ALLIANCEOH.GOV
:: ALMONTMICHIGAN.GOV
:: alpha.birch.net
:: ALPHARETTA-GA.GOV
:: ALPINECOUNTYCA.GOV
:: ALSENATE.GOV
:: ALSTEADNH.GOV
:: ALTAVISTAVA.GOV
:: ALTON-TX.GOV
:: ALTOONAPA.GOV
:: ALTUSANDC.GOV
:: ALTUSOK.GOV
:: ALVIN-TX.GOV
:: ALZHEIMERS.GOV
:: AMA.GOV
:: AMARILLO.GOV
:: AMBERALERT.GOV
:: AMENIANY.GOV
:: AMERICA.GOV
:: AMERICANJOBCENTER.GOV
:: AMERICANLATINOMUSEUM.GOV
:: AMERICANMEMORY.GOV
:: AMERICANSAMOA.GOV
:: AMERICASGREATOUTDOORS.GOV
:: AMERICASHEROESATWORK.GOV
:: AMERICASLIBRARY.GOV
:: AMERICASSTORY.GOV
:: AMERICASTORY.GOV
:: AMERICATHEBEAUTIFULQUARTERS.GOV
:: AMERICORE.GOV
:: AMERICORP.GOV
:: AMERICORPS.GOV
:: AMERICORPSCONNECT.GOV
:: AMERICORPSWEEK.GOV
:: AMERICUSGA.GOV
:: AMERYWI.GOV
:: AMESBURYMA.GOV
:: AMESLAB.GOV
:: AMHERSTMA.GOV
:: AMHERSTNH.GOV
:: AMHERSTVA.GOV
:: AMITECOUNTYMS.GOV
:: AMITYARKANSAS.GOV
:: amsns00.chello.com
:: amsns01.chello.com
:: AMSTERDAMNY.GOV
:: AMTRAKOIG.GOV
:: and-security-state.com
:: ANDOVERMA.GOV
:: ANDOVERMN.GOV
:: ANDROSCOGGINCOUNTYMAINE.GOV
:: andyshora.com
:: ANGELFIRENM.GOV
:: ANGELSCAMP.GOV
:: anie.sarenet.es
:: ANKENYIOWA.GOV
:: ANL.GOV
:: ANNAPOLIS.GOV
:: ANNAPOLISMD.GOV
:: ANNATEXAS.GOV
:: ANNISTONAL.GOV
:: ANNUALCREDITREPORT.GOV
:: ANOKACOUNTYMN.GOV
:: ans0.t-online.hu
:: ans1.t-online.hu
:: ans1.tiscali.nl
:: ans2.tiscali.nl
:: ans3.tiscali.nl
:: ANSTASKFORCE.GOV
:: ANTIOCHTOWNSHIP-IL.GOV
:: ANTIOCHTOWNSHIPIL.GOV
:: AOA.GOV
:: AOC.GOV
:: AP.GOV
:: apollo.lvs.dupont.com
:: apollo.tsicable.com
:: APPLEVALLEYCA.GOV
:: APPLEVALLEYUT.GOV
:: APPLICATIONMANAGER.GOV
:: APPOMATTOXCOUNTYVA.GOV
:: APPOMATTOXVA.GOV
:: APPS.GOV
:: apus.copel.net
:: AQI.GOV
:: AQMD.GOV
:: AQUINNAH-MA.GOV
:: AR.GOV
:: ar.iowatelecom.net
:: ARANSASCOUNTYTX.GOV
:: ARANSASPASSTX.GOV
:: ARC.GOV
:: ARCADIA-FL.GOV
:: ARCADIACA.GOV
:: ARCHBALDBOROUGHPA.GOV
:: ARCHDALE-NC.GOV
:: ARCHIVES.GOV
:: ARCTIC.GOV
:: ARCTICGAS.GOV
:: aries.ficnet.net
:: arizona.edu
:: ARIZONA.GOV
:: ARIZONAJOBCONNECTION.GOV
:: ARIZONASERVES.GOV
:: ARIZONATREASURES.GOV
:: ARIZONATURBOCOURT.GOV
:: ARKANSAS.GOV
:: ARKANSASAG.GOV
:: ARKANSASCITYKS.GOV
:: ARKLEGAUDIT.GOV
:: arl-name-svc-1.compuserve.com
:: ARLINGTON-TX.GOV
:: ARLINGTONMA.GOV
:: ARLINGTONTX.GOV
:: ARLINGTONWA.GOV
:: ARM.GOV
:: arpa-ns1.rbnnetwork.com
:: arpa-ns2.rbnnetwork.com
:: ARS-GRIN.GOV
:: ARSUSDA.GOV
:: artemis.ttd.net
:: ARTESIANM.GOV
:: ARTHUR-IL.GOV
:: ARTREASURY.GOV
:: ARTRS.GOV
:: ARTS.GOV
:: AS.GOV
:: ASAFERFLORIDA.GOV
:: ASAP.GOV
:: ASC.GOV
:: ASEPA.GOV
:: ASHBURNHAM-MA.GOV
:: ASHBYMA.GOV
:: ASHEBORONC.GOV
:: ASHEVILLENC.GOV
:: ASHGROVEMO.GOV
:: ASHLANDCITYTN.GOV
:: ASHLANDKY.GOV
:: ASHVILLEOHIO.GOV
:: ASIANPACIFICHERITAGE.GOV
:: asic.e-technik.uni-rostock.de
:: ASKKAREN.GOV
:: asterix.net.uoguelph.ca
:: ASTRONGMIDDLECLASS.GOV
:: ATF.GOV
:: athena.mycvc.net
:: ATHOL-MA.GOV
:: ATKINSON-NH.GOV
:: atl-delegate.americas.hp.net
:: atl-dns01.accessregus.com
:: atlanta.americas.hp.net
:: ATLANTAGA.GOV
:: ATLANTISFL.GOV
:: atlas.homestore.com
:: ATLASALABAMA.GOV
:: ATRISCO-NM.GOV
:: ATTICA-IN.GOV
:: ATTORNEYGENERAL.GOV
:: ATVSAFETY.GOV
:: AUBREYTX.GOV
:: AUBURNMAINE.GOV
:: AUBURNNY.GOV
:: AUBURNWA.GOV
:: AUGUSTACOUNTY-VA.GOV
:: AUGUSTACOUNTYVA.GOV
:: AUGUSTAGA.GOV
:: AUGUSTAMAINE.GOV
:: AUGUSTAME.GOV
:: auhans1.ecompany.ae
:: auhans2.ecompany.ae
:: AURORATEXAS.GOV
:: AUSTELLGA.GOV
:: AUSTINTEXAS.GOV
:: AUSTINTX.GOV
:: auth-dns.asm.bellsouth.net
:: auth-dns.mia.bellsouth.net
:: auth-dns.msy.bellsouth.net
:: auth-ns1.edu.ie
:: auth-ns2.edu.ie
:: auth.lkv.mn.frontiernet.net
:: auth00.dns.bellsouth.net
:: auth00.ns.be.uu.net
:: auth00.ns.uu.net
:: auth01.dns.bellsouth.net
:: auth01.ns.eircom.net
:: auth01.ns.tele.dk
:: auth01.roc.ny.frontiernet.net
:: auth02.dns.bellsouth.net
:: auth02.ns.eircom.net
:: auth02.ns.tele.dk
:: auth03.ns.eircom.net
:: auth03.ns.tele.dk
:: auth03.ns.uu.net
:: auth04.ns.tele.dk
:: auth1.america.net
:: auth1.dns.cogentco.com
:: auth1.dns.rcn.net
:: auth1.ns.enitel.net
:: auth1.ns.gin.ntt.net
:: auth1.opendns.com
:: auth10.ns.wcom.com
:: auth100.ns.uu.net
:: auth110.ns.uu.net
:: auth2.america.net
:: auth2.dns.cogentco.com
:: auth2.dns.rcn.net
:: auth2.ns.enitel.net
:: auth2.ns.gin.ntt.net
:: auth2.opendns.com
:: auth20.ns.wcom.com
:: auth200.ns.uu.net
:: auth210.ns.uu.net
:: auth3.dns.rcn.net
:: auth3.ns.gin.ntt.net
:: auth3.opendns.com
:: auth320.ns.uu.net
:: auth4.dns.cogentco.com
:: auth4.dns.rcn.net
:: auth4.ns.gin.ntt.net
:: auth5.dns.cogentco.com
:: auth5.ns.gin.ntt.net
:: auth50.ns.be.uu.net
:: auth60.ns.nl.uu.net
:: auth60.ns.uu.net
:: authdns1.netcom.duke.edu
:: authdns2.netcom.duke.edu
:: authdns3.netcom.duke.edu
:: authdns4.netcom.duke.edu
:: authns1.mpls.qwest.net
:: authns2.dnvr.qwest.net
:: authns3.sttl.qwest.net
:: authnsb.mcafee.com
:: auto-ns.bahnhof.net
:: AUTOCOMMUNITIES.GOV
:: AVERYCOUNTYNC.GOV
:: AVIATIONWEATHER.GOV
:: AVONCT.GOV
:: AVONDALEAZ.GOV
:: axil.eureka.lk
:: AYUDACONMIBANCO.GOV
:: AZ-ACOIHC.GOV
:: AZ-FHSD.GOV
:: AZ.GOV
:: AZ511.GOV
:: AZ529.GOV
:: AZ911.GOV
:: AZABRC.GOV
:: AZACCOUNTANCY.GOV
:: AZACTIC.GOV
:: AZAFIS.GOV
:: AZAG.GOV
:: AZAHCCCS.GOV
:: AZARTS.GOV
:: AZASRS.GOV
:: AZAUDITOR.GOV
:: AZBN.GOV
:: AZBNP.GOV
:: AZBOA.GOV
:: AZBOC.GOV
:: AZBOEC.GOV
:: AZBOF.GOV
:: AZBORDERTRASH.GOV
:: AZBOTA.GOV
:: AZBOXINGANDMMA.GOV
:: AZBROADBAND.GOV
:: AZBTR.GOV
:: AZCANCERCONTROL.GOV
:: AZCC.GOV
:: AZCENTENNIAL.GOV
:: AZCIA.GOV
:: AZCJC.GOV
:: AZCLEANELECTIONS.GOV
:: AZCLIMATECHANGE.GOV
:: AZCOOP.GOV
:: AZCORPCOM.GOV
:: AZCORPCOMM.GOV
:: AZCORRECTIONS.GOV
:: AZCOURTDOCS.GOV
:: AZCOURTS.GOV
:: AZCVD.GOV
:: AZDA.GOV
:: AZDAARS.GOV
:: AZDCS.GOV
:: AZDDPC.GOV
:: AZDEMA.GOV
:: AZDEQ.GOV
:: AZDES.GOV
:: AZDFI.GOV
:: AZDHS.GOV
:: AZDIABETES.GOV
:: AZDJC.GOV
:: AZDO.GOV
:: AZDOA.GOV
:: AZDOC.GOV
:: AZDOH.GOV
:: AZDOHS.GOV
:: AZDOR.GOV
:: AZDOSH.GOV
:: AZDOT.GOV
:: AZDPS.GOV
:: AZDVS.GOV
:: AZDWM.GOV
:: AZECALC.GOV
:: AZECDH.GOV
:: AZED.GOV
:: AZEIN.GOV
:: AZENERGY.GOV
:: AZENVIROKIDS.GOV
:: AZEPIP.GOV
:: AZFIRSTTHINGSFIRST.GOV
:: AZFTF.GOV
:: AZGADA.GOV
:: AZGAMING.GOV
:: AZGFD.GOV
:: AZGITA.GOV
:: AZGOHS.GOV
:: AZGOVERNOR.GOV
:: AZGRANTS.GOV
:: AZGU.GOV
:: AZGUARD.GOV
:: AZHC.GOV
:: AZHCG.GOV
:: AZHEALTH.GOV
:: AZHIGHERED.GOV
:: AZHOUSE.GOV
:: AZHOUSING.GOV
:: AZHS.GOV
:: AZICA.GOV
:: AZINSURANCE.GOV
:: AZINVESTOR.GOV
:: AZJOBCONNECTION.GOV
:: AZJUVED.GOV
:: AZKIDSCARE.GOV
:: AZKIDSNEEDU.GOV
:: AZLAND.GOV
:: AZLEG.GOV
:: AZLGMA.GOV
:: AZLIBRARY.GOV
:: AZLINKS.GOV
:: AZLIQUOR.GOV
:: AZLOTTERY.GOV
:: AZMAG.GOV
:: AZMD.GOV
:: AZMFRF.GOV
:: AZMINORITYHEALTH.GOV
:: AZMORTGAGERESOURCE.GOV
:: AZMYFAMILYBENEFITS.GOV
:: AZND.GOV
:: AZNET.GOV
:: AZOCA.GOV
:: AZOSPB.GOV
:: AZOT.GOV
:: AZPA.GOV
:: AZPARKS.GOV
:: AZPCRPD.GOV
:: AZPH.GOV
:: AZPHARMACY.GOV
:: AZPOST.GOV
:: AZPPSE.GOV
:: AZPSIC.GOV
:: AZQUALITYFIRST.GOV
:: AZRACING.GOV
:: azrael.inetgenesis.com
:: AZRE.GOV
:: AZRECOVERY.GOV
:: AZRECYCLES.GOV
:: AZREPORTCARD.GOV
:: AZROC.GOV
:: AZRRA.GOV
:: AZRUCO.GOV
:: AZSAL.GOV
:: AZSENATE.GOV
:: AZSF.GOV
:: AZSFB.GOV
:: AZSHARE.GOV
:: AZSOS.GOV
:: AZSOSCHILD.GOV
:: AZSTATEJOBS.GOV
:: AZSTATEPARKS.GOV
:: AZSTATS.GOV
:: AZSTEPSUP.GOV
:: AZSUMMERFOOD.GOV
:: AZSURPLUS.GOV
:: AZTAXES.GOV
:: AZTECNM.GOV
:: AZTRANSPORTATIONBOARD.GOV
:: AZTREASURER.GOV
:: AZTREASURY.GOV
:: AZTTT.GOV
:: AZTURBOCOURT.GOV
:: AZUI.GOV
:: AZUITAX.GOV
:: AZUNCLAIMED.GOV
:: AZVOICES.GOV
:: AZWATER.GOV
:: AZWATERBANK.GOV
:: AZWIC.GOV
:: AZWIFA.GOV
:: AZWPF.GOV
:: AZYES.GOV
:: b.dns.br
:: b.dns.kr
:: b.dns.songnetworks.se
:: b.dns.tds.net
:: b.in-addr.cn
:: b.ns.aeronet.com.br
:: b.ns.broadviewnet.net
:: b.ns.interland.net
:: b.ns.verio.net
:: b3extdns.broadwing.com
:: b3extdns2.broadwing.com
:: B4WV.GOV
:: BAAQMD.GOV
:: BABYARIZONA.GOV
:: babylon-x.com
:: BACACOUNTYCO.GOV
:: backserver.sjzc.edu.cn
:: backup-ns.yn.cninfo.net
:: backup.uninet.com.cn
:: BADENPA.GOV
:: BADRIVER-NSN.GOV
:: BAINBRIDGEWA.GOV
:: BAKERSFIELD-CA.GOV
:: BALDWINCOUNTYAL.GOV
:: BALHARBOURFL.GOV
:: BALTIMORECITY.GOV
:: BALTIMORECOUNTYMD.GOV
:: BAM.GOV
:: BAMBERGCOUNTYSC.GOV
:: bambero1.cs.tin.it
:: BANGORMAINE.GOV
:: BANKANSWERS.GOV
:: BANKCUSTOMER.GOV
:: BANKCUSTOMERASSISTANCE.GOV
:: BANKHELP.GOV
:: BANKNET.GOV
:: BANKRUPTCY.GOV
:: barakus.tiscali.com
:: BARHARBORMAINE.GOV
:: BARNSTABLECOUNTY-MA.GOV
:: BARONA-NSN.GOV
:: BARRINGTON-IL.GOV
:: BARRINGTONHILLS-IL.GOV
:: BARRONCOUNTYWI.GOV
:: BART.GOV
:: bass2.srt.com
:: BASSLAKEWI.GOV
:: BASTROPTX.GOV
:: BATONROUGELA.GOV
:: BATTLECREEK-MI.GOV
:: BATTLECREEKMI.GOV
:: BATTLEFIELDMO.GOV
:: BAXTERMN.GOV
:: BAYCOUNTY-MI.GOV
:: BAYCOUNTY911-MI.GOV
:: BAYCOUNTYFL.GOV
:: BAYSIDE-WI.GOV
:: BAYSTLOUIS-MS.GOV
:: BAYVILLENY.GOV
:: bbdns1.on-nets.com
:: bbdns2.on-nets.com
:: BBG.GOV
:: bbsrv3.loqal.no
:: bbsrv5.loqal.no
:: BCCIRCLK.GOV
:: BCFP.GOV
:: be3093.ccr22.mrs01.atlas.cogentco.com
:: BEA.GOV
:: BEACHHAVEN-NJ.GOV
:: BEARRIVER-NSN.GOV
:: BEAUMONT-CA.GOV
:: BEAUMONTTEXAS.GOV
:: BEAUXARTS-WA.GOV
:: BEAVERCOUNTYPA.GOV
:: BEAVERCREEKOHIO.GOV
:: BEAVERPA.GOV
:: BEAVERTONOREGON.GOV
:: BEAVERTWP-OH.GOV
:: BECKEMEYERIL.GOV
:: BEDFORDCOUNTYVA.GOV
:: BEDFORDHEIGHTS.GOV
:: BEDFORDMA.GOV
:: BEDFORDNY.GOV
:: BEDFORDOH.GOV
:: BEDFORDTX.GOV
:: BEDFORDVA.GOV
:: BEECAVETEXAS.GOV
:: BEFOODSAFE.GOV
:: BEGA-DC.GOV
:: begonia.uib.no
:: BELAIREKS.GOV
:: BELEN-NM.GOV
:: BELLEAIRBLUFFS-FL.GOV
:: BELLEMEADE-KY.GOV
:: BELLEVUEIA.GOV
:: BELLEVUEWA.GOV
:: BELMONT-MA.GOV
:: BELMONT.GOV
:: BELOITWI.GOV
:: BELTONPARKSMO.GOV
:: BELTONTEXAS.GOV
:: belwave1.belwave.net
:: belwave2.belwave.net
:: BENBROOK-TX.GOV
:: BENDOREGON.GOV
:: BENEFITS.GOV
:: BENSALEMPA.GOV
:: BENSONAZ.GOV
:: BENTONCHARTERTOWNSHIP-MI.GOV
:: BENTONCOUNTYAR.GOV
:: BENTONCOUNTYMS.GOV
:: BENTONCOUNTYTN.GOV
:: BEP.GOV
:: bepdns.brooks.af.mil
:: BEREADYUTAH.GOV
:: BEREAKY.GOV
:: BERKELEYCOUNTYSC.GOV
:: BERLINMD.GOV
:: BERLINNH.GOV
:: BERNCO.GOV
:: BERRIENCOUNTY-MI.GOV
:: BERRYVILLEVA.GOV
:: BERWYN-IL.GOV
:: besdns.brooks.af.mil
:: BESTBONESFOREVER.GOV
:: beta.birch.net
:: beta.xerox.com
:: BETHANYBEACH-DE.GOV
:: BETHEL-CT.GOV
:: BETHEL-OH.GOV
:: BETHLEHEM-PA.GOV
:: BETOBACCOFREE.GOV
:: BEVERLYHILLS-CA.GOV
:: BEVERLYHILLSCA.GOV
:: BEVERLYMA.GOV
:: BFELOB.GOV
:: BFEM.GOV
:: bgl1dr1-a-fixed.sancharnet.in
:: bgl1pp1-a-fixed.sancharnet.in
:: BIA.GOV
:: BIGFLATSNY.GOV
:: BIGGS-CA.GOV
:: bigguy.gte.net
:: BIGHORNCOUNTYMT.GOV
:: BIGHORNCOUNTYWY.GOV
:: bigmac.cns.brocku.ca
:: BIGSANDYTX.GOV
:: BIGVALLEYRANCHERIA-NSN.GOV
:: BIHASITKA-NSN.GOV
:: BILLINGSCOUNTYND.GOV
:: BINGHAMTON-NY.GOV
:: BIOECO.GOV
:: BIOETHICS.GOV
:: BIOMASSBOARD.GOV
:: BIOMETRICCOE.GOV
:: BIOMETRICS.GOV
:: BIOPREFERRED.GOV
:: BIOSECURITYBOARD.GOV
:: birlocha.une.net.co
:: BIRMINGHAMAL.GOV
:: BISCAYNEPARKFL.GOV
:: BISMARCKND.GOV
:: bitsy.mit.edu
:: BIXBYOK.GOV
:: bj-dns.cncnet.net
:: bj02.cww.com
:: BJA.GOV
:: BJS.GOV
:: bjsns.cnc-idc.com
:: BLACKSBURG.GOV
:: BLAINE-MN.GOV
:: BLAINECOUNTY-MT.GOV
:: BLAIRSVILLE-GA.GOV
:: BLANDCOUNTYVA.GOV
:: BLANDING-UT.GOV
:: BLDRDOC.GOV
:: BLENDONTOWNSHIP-MI.GOV
:: blhpuda.bellatlantic.com
:: BLISSFIELDMICHIGAN.GOV
:: BLM.GOV
:: BLMNTL.GOV
:: BLNC.GOV
:: BLOOMINGDALE-GA.GOV
:: BLOOMINGTON-MN.GOV
:: BLOOMINGTONMN.GOV
:: BLS.GOV
:: BLUEASH-OH.GOV
:: BLUEEARTHCOUNTYMN.GOV
:: BLUELAKERANCHERIA-NSN.GOV
:: bluesrv.rz.unibw-muenchen.de
:: blvdnsxp01.boeing.com
:: BNL.GOV
:: BOATIDAHO.GOV
:: BOCARATON-FL.GOV
:: BOEM.GOV
:: BOEMRE.GOV
:: BOERNE-TX.GOV
:: BOIMI.GOV
:: BOISEIDAHO.GOV
:: BOISFORTE-NSN.GOV
:: bolna.monet.no
:: BOLTON-MA.GOV
:: bombinate.winload.info
:: BONDPRO.GOV
:: BONNERCOUNTYID.GOV
:: BONNEYTEXAS.GOV
:: BOONECOUNTY-AR.GOV
:: BOONEVILLE-MS.GOV
:: BOP.GOV
:: BOR.GOV
:: boreas.isi.edu
:: borges.uol.com.br
:: BOSQUEFARMSNM.GOV
:: BOSSIERPARISHLA.GOV
:: BOSTON.GOV
:: BOTETOURTVA.GOV
:: BOULDER-CO.GOV
:: BOULDERCITY-NV.GOV
:: BOULDERCITYNV.GOV
:: BOULDERCOLORADO.GOV
:: BOULDERCOUNTY-CO.GOV
:: BOULDERCOUNTYCOLORADO.GOV
:: BOUNTIFULUTAH.GOV
:: BOURBON-IN.GOV
:: BOW-NH.GOV
:: bow.rain.fr
:: BOWERSDE.GOV
:: BOWLINGGREEN-MO.GOV
:: BOWLINGGREENKY.GOV
:: BOWMANCOUNTYND.GOV
:: BOWMAR.GOV
:: BOXBOROUGH-MA.GOV
:: BOYCEVA.GOV
:: BOYDCOUNTYKY.GOV
:: BOYLSTON-MA.GOV
:: BOZEMAN-MT.GOV
:: BPA.GOV
:: BRAC.GOV
:: BRADFORDCOUNTYFL.GOV
:: BRADLEYBEACHNJ.GOV
:: BRAINTREEMA.GOV
:: BRANCHCOUNTYMI.GOV
:: BRANDCOLORADO.GOV
:: BRANFORD-CT.GOV
:: BRANSONMO.GOV
:: BRASWELLGA.GOV
:: brave.cypresscomm.com
:: BRAWLEY-CA.GOV
:: BRAZORIACOUNTY-TX.GOV
:: BRAZOSCOUNTYTX.GOV
:: BRB-NSN.GOV
:: BRC.GOV
:: BRECKENRIDGETX.GOV
:: BREMENGA.GOV
:: BREMERTONWA.GOV
:: BRENTWOOD-TN.GOV
:: BRENTWOODCA.GOV
:: BRENTWOODMD.GOV
:: BRENTWOODNH.GOV
:: BREWERMAINE.GOV
:: BREWSTER-MA.GOV
:: BREWSTERVILLAGE-NY.GOV
:: brian.fortbend.lib.tx.us
:: BRICKTOWNSHIP-NJ.GOV
:: BRIDGEPORTCT.GOV
:: BRIDGEVIEW-IL.GOV
:: BRIDGEWATERNJ.GOV
:: BRIGHTONCO.GOV
:: BRIMFIELDOHIO.GOV
:: BRISTOLCT.GOV
:: BRLA.GOV
:: BROADBAND.GOV
:: BROADBANDMAP.GOV
:: BROADVIEW-IL.GOV
:: BROCKTON-MA.GOV
:: BROKENARROWOK.GOV
:: BROOKFIELD-WI.GOV
:: BROOKFIELDCT.GOV
:: BROOKFIELDIL.GOV
:: BROOKHAVENGA.GOV
:: BROOKINGSCOUNTYSD.GOV
:: BROOKLINEMA.GOV
:: BROOKLYNOHIO.GOV
:: BROOKLYNWI.GOV
:: BROOMECOUNTYNY.GOV
:: BROOMFIELDCO.GOV
:: BROWNCOUNTY-IN.GOV
:: BROWNCOUNTYOHIO.GOV
:: BROWNCOUNTYWI.GOV
:: BROWNSVILLETN.GOV
:: BROWNWOODTEXAS.GOV
:: BROWSETOPICS.GOV
:: brumby.cowan.edu.au
:: BRUNSWICKCOUNTYNC.GOV
:: BRUNSWICKMD.GOV
:: brutele01.brutele.be
:: brutele02.brutele.be
:: BRYANTX.GOV
:: BRYCECANYONCITYUT.GOV
:: BRYSONCITYNC.GOV
:: BSEE.GOV
:: BTO.GOV
:: BTS.GOV
:: BUCHANAN-VA.GOV
:: BUCHANANCOUNTY-VA.GOV
:: BUCKEYEAZ.GOV
:: BUCKSPORTMAINE.GOV
:: buctns.buct.edu.cn
:: BUDGET.GOV
:: BUENAVISTACO.GOV
:: BUILDINGAMERICA.GOV
:: BUNCOMBECOUNTYNC.GOV
:: BUNKERHILLTX.GOV
:: bunyip.cowan.edu.au
:: BURBANKCA.GOV
:: BURBANKIL.GOV
:: BUREAUCOUNTY-IL.GOV
:: burgoa.sarenet.es
:: BURIENWA.GOV
:: BURKECOUNTY-GA.GOV
:: BURKITTSVILLE-MD.GOV
:: BURLINGTON-WI.GOV
:: BURLINGTONKANSAS.GOV
:: BURLINGTONNC.GOV
:: BURLINGTONND.GOV
:: BURLINGTONVT.GOV
:: BURLINGTONWA.GOV
:: BURNSHARBOR-IN.GOV
:: BURNSPAIUTE-NSN.GOV
:: BURNSVILLEMN.GOV
:: BURR-RIDGE.GOV
:: BURRILLVILLE-RI.GOV
:: BURTONMI.GOV
:: BUSINESS.GOV
:: BUSINESS4WV.GOV
:: BUSINESSUSA.GOV
:: BUTLERWI.GOV
:: butt-head.mos.ru
:: BUYACCESSIBLE.GOV
:: BUYNJBONDS.GOV
:: BUYUSA.GOV
:: buzz.softnet.si
:: BYESVILLEOH.GOV
:: c.dns.br
:: c.dns.kr
:: c.dns.songnetworks.se
:: c.dns.tds.net
:: c.in-addr.cn
:: c.ns.interland.net
:: c.ns.verio.net
:: C3.GOV
:: CA.GOV
:: CABARRUSCOUNTYNC.GOV
:: CABAZONINDIANS-NSN.GOV
:: CABOTAR.GOV
:: CABQ.GOV
:: cad-server1.ee.nctu.edu.tw
:: CADDONATION-NSN.GOV
:: CAHWNET.GOV
:: CALAISVERMONT.GOV
:: CALDWELLTX.GOV
:: CALEDONIAMN.GOV
:: CALHOUNCOUNTYAL.GOV
:: CALHOUNCOUNTYMI.GOV
:: CALIFORNIA.GOV
:: CALIFORNIADESERT.GOV
:: CALIFORNIAVALLEYMIWOKTRIBE-NSN.GOV
:: CALLOWAYCOUNTY-KY.GOV
:: CALUMETTWP-IN.GOV
:: CAMBRIACOUNTYPA.GOV
:: CAMBRIDGEMA.GOV
:: CAMBRIDGENY.GOV
:: CAMBRIDGERETIREMENTMA.GOV
:: CAMDENCOUNTYGA.GOV
:: CAMDENCOUNTYNC.GOV
